101;102;103;104;105;106;107;201;202;203;204;205;206;207;301;302;303;304;305;306;307;401;402;403;404;405;406;407;501;502;503;504;505;506;507;601;602;603;604;605;606;607;701;702;703;704;705;706;707
183631.03529411767;47427.74509803922;44100.99215686275;115034.86274509804;63504.91372549021;6620.105882352942;15;107799.81568627452;113103.28235294118;53949.85490196079;103986.58039215687;23149.85098039216;2948.6235294117646;10;27762.713725490197;41483.73333333334;45961.71764705883;19320.243137254904;1450.9843137254902;401;9;88484.9843137255;35916.466666666674;10034.372549019608;123340.55294117649;90240.62745098042;17896.403921568628;213;102988.56862745104;45261.690196078445;3546.8745098039217;118731.7647058824;1345112.494117647;494288.52941176447;803.4274509803922;23629.443137254904;6062.623529411765;1437.8745098039217;20755.6;279064.1411764703;368651.64705882303;585.2470588235294;174;39;274;195;7898.749019607843;4321.870588235294;35207.2431372549
